id,subject_id,subject_name,evaluation_method_code,evaluation_method_name,evaluation_method_pred,conduct_score_pred,severity_level,reason_text,solution_text
3503,INF1403,Anh văn chuyên ngành CNTT,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,1.0,0.7474,Thấp,"[INF1403 - Anh văn chuyên ngành CNTT] Thiết bị thí nghiệm hạn chế, gây gián đoạn (ghi nhận học kỳ này)",Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3504,PLO0032,Tư tưởng Hồ Chí Minh,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7018,0.7381,Thấp,[PLO0032 - Tư tưởng Hồ Chí Minh] Quy trình an toàn và checklist thao tác chưa rõ,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3505,INF1463,Khai phá dữ liệu,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.2328,0.6156,Thấp,[INF1463 - Khai phá dữ liệu] Phản hồi từ doanh nghiệp chưa đầy đủ,Bổ sung thiết bị và checklist an toàn
3506,PLO0043,Triết học Mác - Lênin,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7266,0.6787,Thấp,[PLO0043 - Triết học Mác - Lênin] Phản hồi từ doanh nghiệp chưa đầy đủ,Chuẩn hoá kênh phản hồi doanh nghiệp
3507,BSC0092,Phương pháp luận nghiên cứu khoa học,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.4875,0.2809,Cao,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Nhật ký thực tập chưa được theo dõi thường xuyên,Chuẩn hoá kênh phản hồi doanh nghiệp
3508,INF0823,Thiết kế web (frontend),EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5863,0.7001,Thấp,[INF0823 - Thiết kế web (frontend)] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Bố trí trợ giảng hỗ trợ ca thực hành
3509,INF0653,Kiến trúc phần mềm hiện đại,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,1.0,0.5481,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Chuẩn hoá kênh phản hồi doanh nghiệp
3510,INF1073,Xử lý ngôn ngữ tự nhiên,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.4955,0.7527,Thấp,"[INF1073 - Xử lý ngôn ngữ tự nhiên] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Bố trí trợ giảng hỗ trợ ca thực hành
3511,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7141,0.3226,Trung bình,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Quy trình an toàn và checklist thao tác chưa rõ,Thống nhất rubric giữa các bên liên quan
3512,SKI0091,Kỹ năng khởi nghiệp,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7391,0.1313,Cao,[SKI0091 - Kỹ năng khởi nghiệp] Quy trình an toàn và checklist thao tác chưa rõ,Thống nhất rubric giữa các bên liên quan
3513,INF0153,Hệ điều hành,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7967,0.4144,Trung bình,"[INF0153 - Hệ điều hành] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3514,INF1293,Phân tích dữ liệu lớn,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.3799,0.2677,Cao,[INF1293 - Phân tích dữ liệu lớn] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất (ghi nhận học kỳ này),Bổ sung thiết bị và checklist an toàn
3515,INF1413,Cơ sở tạo hình,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7349,0.9356,Tốt,[INF1413 - Cơ sở tạo hình] Quy trình an toàn và checklist thao tác chưa rõ,Bổ sung thiết bị và checklist an toàn
3516,SKI0091,Kỹ năng khởi nghiệp,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7247,0.5845,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Nhật ký thực tập chưa được theo dõi thường xuyên,Bổ sung thiết bị và checklist an toàn
3517,INF0083,Cơ sở dữ liệu,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6118,0.7797,Thấp,[INF0083 - Cơ sở dữ liệu] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Chuẩn hoá kênh phản hồi doanh nghiệp
3518,INF1073,Xử lý ngôn ngữ tự nhiên,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7804,0.6821,Thấp,[INF1073 - Xử lý ngôn ngữ tự nhiên] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Thống nhất rubric giữa các bên liên quan
3519,INF0083,Cơ sở dữ liệu,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5833,0.676,Thấp,[INF0083 - Cơ sở dữ liệu] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Chuẩn hoá kênh phản hồi doanh nghiệp
3520,PLO0032,Tư tưởng Hồ Chí Minh,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7645,0.7294,Thấp,[PLO0032 - Tư tưởng Hồ Chí Minh] Nhật ký thực tập chưa được theo dõi thường xuyên (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3521,INF1073,Xử lý ngôn ngữ tự nhiên,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.8357,0.2027,Cao,[INF1073 - Xử lý ngôn ngữ tự nhiên] Nhật ký thực tập chưa được theo dõi thường xuyên (ghi nhận học kỳ này),Bổ sung thiết bị và checklist an toàn
3522,INF0983,Nhập môn khoa học dữ liệu,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6565,0.4437,Trung bình,[INF0983 - Nhập môn khoa học dữ liệu] Phản hồi từ doanh nghiệp chưa đầy đủ (ghi nhận học kỳ này),Bổ sung thiết bị và checklist an toàn
3523,INF0137,Đồ án tốt nghiệp (**),EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6304,0.9235,Tốt,[INF0137 - Đồ án tốt nghiệp (**)] Quy trình an toàn và checklist thao tác chưa rõ,Chuẩn hoá kênh phản hồi doanh nghiệp
3524,INF1403,Anh văn chuyên ngành CNTT,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6017,0.7696,Thấp,[INF1403 - Anh văn chuyên ngành CNTT] Nhật ký thực tập chưa được theo dõi thường xuyên,Chuẩn hoá kênh phản hồi doanh nghiệp
3525,INF1443,Thiết kế UX/UI,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6644,0.6498,Thấp,"[INF1443 - Thiết kế UX/UI] Thiết bị thí nghiệm hạn chế, gây gián đoạn (ghi nhận học kỳ này)",Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3526,INF0243,Lập trình web (Backend),EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.9308,0.6083,Thấp,[INF0243 - Lập trình web (Backend)] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3527,INF1353,Phát triển ứng dụng Thực tế ảo,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.4061,0.6786,Thấp,[INF1353 - Phát triển ứng dụng Thực tế ảo] Nhật ký thực tập chưa được theo dõi thường xuyên,Thống nhất rubric giữa các bên liên quan
3528,BSC0092,Phương pháp luận nghiên cứu khoa học,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7958,0.6672,Thấp,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Phản hồi từ doanh nghiệp chưa đầy đủ,Chuẩn hoá kênh phản hồi doanh nghiệp
3529,SKI0061,Kỹ năng tư duy phản biện,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7777,0.6908,Thấp,[SKI0061 - Kỹ năng tư duy phản biện] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3530,INF0103,Nhập môn Trí tuệ nhân tạo,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7684,0.6342,Thấp,"[INF0103 - Nhập môn Trí tuệ nhân tạo] Thiết bị thí nghiệm hạn chế, gây gián đoạn (ghi nhận học kỳ này)",Bố trí trợ giảng hỗ trợ ca thực hành
3531,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7386,0.3936,Trung bình,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3532,INF1493,Thiết kế đồ họa,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.8881,0.8394,Thấp,"[INF1493 - Thiết kế đồ họa] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Chuẩn hoá kênh phản hồi doanh nghiệp
3533,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5928,0.4052,Trung bình,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Phản hồi từ doanh nghiệp chưa đầy đủ,Thống nhất rubric giữa các bên liên quan
3534,INF1433,Thiết kế minh hoạ,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.8872,0.7577,Thấp,"[INF1433 - Thiết kế minh hoạ] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3535,INF1522,Dự án nghề cơ bản,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7624,0.3752,Trung bình,[INF1522 - Dự án nghề cơ bản] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3536,INF1003,Điện toán đám mây,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7439,0.5052,Trung bình,[INF1003 - Điện toán đám mây] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3537,INF0103,Nhập môn Trí tuệ nhân tạo,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6283,0.5496,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Phản hồi từ doanh nghiệp chưa đầy đủ (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3538,SKI0011,Kỹ năng thuyết trình,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7216,0.7006,Thấp,"[SKI0011 - Kỹ năng thuyết trình] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Bổ sung thiết bị và checklist an toàn
3539,INF1463,Khai phá dữ liệu,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7744,0.3359,Trung bình,[INF1463 - Khai phá dữ liệu] Nhật ký thực tập chưa được theo dõi thường xuyên,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3540,INF1003,Điện toán đám mây,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5704,0.6932,Thấp,[INF1003 - Điện toán đám mây] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3541,INF0303,Lập trình trên thiết bị di động,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5805,0.8062,Thấp,[INF0303 - Lập trình trên thiết bị di động] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3542,SKI0061,Kỹ năng tư duy phản biện,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.8117,0.253,Cao,[SKI0061 - Kỹ năng tư duy phản biện] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Bổ sung thiết bị và checklist an toàn
3543,INF1532,Dự án nghề nâng cao,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7514,0.2319,Cao,[INF1532 - Dự án nghề nâng cao] Quy trình an toàn và checklist thao tác chưa rõ,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3544,INF0992,Công nghệ IoT,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7125,0.439,Trung bình,[INF0992 - Công nghệ IoT] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3545,INF0433,Nhập môn lập trình,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5229,0.6449,Thấp,[INF0433 - Nhập môn lập trình] Nhật ký thực tập chưa được theo dõi thường xuyên,Bố trí trợ giảng hỗ trợ ca thực hành
3546,BSC0092,Phương pháp luận nghiên cứu khoa học,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5659,0.6856,Thấp,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Chuẩn hoá kênh phản hồi doanh nghiệp
3547,INF1413,Cơ sở tạo hình,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7502,0.8279,Thấp,[INF1413 - Cơ sở tạo hình] Phản hồi từ doanh nghiệp chưa đầy đủ,Bổ sung thiết bị và checklist an toàn
3548,INF0103,Nhập môn Trí tuệ nhân tạo,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6489,0.6877,Thấp,[INF0103 - Nhập môn Trí tuệ nhân tạo] Phản hồi từ doanh nghiệp chưa đầy đủ,Thống nhất rubric giữa các bên liên quan
3549,INF0893,Mật mã và An toàn thông tin,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6895,0.1689,Cao,[INF0893 - Mật mã và An toàn thông tin] Nhật ký thực tập chưa được theo dõi thường xuyên,Bố trí trợ giảng hỗ trợ ca thực hành
3550,INF1522,Dự án nghề cơ bản,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.737,0.5719,Trung bình,[INF1522 - Dự án nghề cơ bản] Phản hồi từ doanh nghiệp chưa đầy đủ,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3551,INF0893,Mật mã và An toàn thông tin,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.851,0.78,Thấp,[INF0893 - Mật mã và An toàn thông tin] Phản hồi từ doanh nghiệp chưa đầy đủ,Bổ sung thiết bị và checklist an toàn
3552,INF1143,Xử lý ảnh số và thị giác máy tính,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.4623,0.6803,Thấp,[INF1143 - Xử lý ảnh số và thị giác máy tính] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất (ghi nhận học kỳ này),Chuẩn hoá kênh phản hồi doanh nghiệp
3553,SKI0061,Kỹ năng tư duy phản biện,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.437,0.5758,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Nhật ký thực tập chưa được theo dõi thường xuyên,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3554,INF0912,An ninh mạng,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.4935,0.2757,Cao,[INF0912 - An ninh mạng] Quy trình an toàn và checklist thao tác chưa rõ,Bổ sung thiết bị và checklist an toàn
3555,INF0203,Lập trình hướng đối tượng và ứng dụng,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7257,0.184,Cao,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Quy trình an toàn và checklist thao tác chưa rõ,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3556,INF0153,Hệ điều hành,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.8232,0.7814,Thấp,[INF0153 - Hệ điều hành] Nhật ký thực tập chưa được theo dõi thường xuyên,Thống nhất rubric giữa các bên liên quan
3557,INF0153,Hệ điều hành,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.797,0.5699,Trung bình,[INF0153 - Hệ điều hành] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3558,INF0653,Kiến trúc phần mềm hiện đại,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.4623,0.1412,Cao,"[INF0653 - Kiến trúc phần mềm hiện đại] Thiết bị thí nghiệm hạn chế, gây gián đoạn (ghi nhận học kỳ này)",Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3559,INF0653,Kiến trúc phần mềm hiện đại,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5815,0.2693,Cao,[INF0653 - Kiến trúc phần mềm hiện đại] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3560,INF0992,Công nghệ IoT,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6284,0.1891,Cao,[INF0992 - Công nghệ IoT] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Bố trí trợ giảng hỗ trợ ca thực hành
3561,SKI0061,Kỹ năng tư duy phản biện,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.721,0.1409,Cao,[SKI0061 - Kỹ năng tư duy phản biện] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3562,INF0073,Cấu trúc dữ liệu và giải thuật,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.4561,0.3357,Trung bình,[INF0073 - Cấu trúc dữ liệu và giải thuật] Phản hồi từ doanh nghiệp chưa đầy đủ (ghi nhận học kỳ này),Thống nhất rubric giữa các bên liên quan
3563,INF1303,Phân tích dữ liệu kinh doanh,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.5189,0.4183,Trung bình,[INF1303 - Phân tích dữ liệu kinh doanh] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3564,INF1213,Robot công nghiệp,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.6187,0.9086,Tốt,[INF1213 - Robot công nghiệp] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3565,INF1063,Học máy (Machine Learning),EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.791,0.4549,Trung bình,"[INF1063 - Học máy (Machine Learning)] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Chuẩn hoá kênh phản hồi doanh nghiệp
3566,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7683,0.843,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Nhật ký thực tập chưa được theo dõi thường xuyên,Chuẩn hoá kênh phản hồi doanh nghiệp
3567,INF1413,Cơ sở tạo hình,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.588,0.6674,Thấp,[INF1413 - Cơ sở tạo hình] Phản hồi từ doanh nghiệp chưa đầy đủ (ghi nhận học kỳ này),Chuẩn hoá kênh phản hồi doanh nghiệp
3568,INF0263,Mạng máy tính,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.7555,0.5251,Trung bình,"[INF0263 - Mạng máy tính] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Chuẩn hoá kênh phản hồi doanh nghiệp
3569,INF1003,Điện toán đám mây,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.486,0.4521,Trung bình,[INF1003 - Điện toán đám mây] Quy trình an toàn và checklist thao tác chưa rõ,Chuẩn hoá kênh phản hồi doanh nghiệp
3570,INF1073,Xử lý ngôn ngữ tự nhiên,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.876,0.1797,Cao,[INF1073 - Xử lý ngôn ngữ tự nhiên] Nhật ký thực tập chưa được theo dõi thường xuyên (ghi nhận học kỳ này),Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3571,INF1403,Anh văn chuyên ngành CNTT,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.4905,0.0705,Cao,[INF1403 - Anh văn chuyên ngành CNTT] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Bổ sung thiết bị và checklist an toàn
3572,INF0893,Mật mã và An toàn thông tin,EM10,Đánh giá báo cáo thực tập tại doanh nghiệp,0.679,0.629,Thấp,[INF0893 - Mật mã và An toàn thông tin] Nhật ký thực tập chưa được theo dõi thường xuyên,Chuẩn hoá kênh phản hồi doanh nghiệp
3573,INF0137,Đồ án tốt nghiệp (**),EM11,Đánh giá thực hành tại phòng thí nghiệm,0.6945,0.6238,Thấp,[INF0137 - Đồ án tốt nghiệp (**)] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Chuẩn hoá kênh phản hồi doanh nghiệp
3574,INF1403,Anh văn chuyên ngành CNTT,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7966,0.2124,Cao,[INF1403 - Anh văn chuyên ngành CNTT] Phản hồi từ doanh nghiệp chưa đầy đủ,Chuẩn hoá kênh phản hồi doanh nghiệp
3575,SKI0091,Kỹ năng khởi nghiệp,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7181,0.7204,Thấp,[SKI0091 - Kỹ năng khởi nghiệp] Phản hồi từ doanh nghiệp chưa đầy đủ,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3576,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7795,0.3152,Trung bình,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Bổ sung thiết bị và checklist an toàn
3577,INF1543,Thực tập tốt nghiệp,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.8546,0.6306,Thấp,[INF1543 - Thực tập tốt nghiệp] Nhật ký thực tập chưa được theo dõi thường xuyên,Thống nhất rubric giữa các bên liên quan
3578,INF1073,Xử lý ngôn ngữ tự nhiên,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7481,0.4917,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Phản hồi từ doanh nghiệp chưa đầy đủ,Thống nhất rubric giữa các bên liên quan
3579,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7108,0.6089,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Phản hồi từ doanh nghiệp chưa đầy đủ,Bố trí trợ giảng hỗ trợ ca thực hành
3580,INF1532,Dự án nghề nâng cao,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7615,0.4657,Trung bình,[INF1532 - Dự án nghề nâng cao] Quy trình an toàn và checklist thao tác chưa rõ,Bố trí trợ giảng hỗ trợ ca thực hành
3581,INF0303,Lập trình trên thiết bị di động,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7901,0.1887,Cao,[INF0303 - Lập trình trên thiết bị di động] Phản hồi từ doanh nghiệp chưa đầy đủ (ghi nhận học kỳ này),Bổ sung thiết bị và checklist an toàn
3582,SKI0091,Kỹ năng khởi nghiệp,EM11,Đánh giá thực hành tại phòng thí nghiệm,1.0,0.5487,Trung bình,[SKI0091 - Kỹ năng khởi nghiệp] Quy trình an toàn và checklist thao tác chưa rõ,Bổ sung thiết bị và checklist an toàn
3583,INF1502,Xử lý hậu kỳ,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.6525,0.498,Trung bình,[INF1502 - Xử lý hậu kỳ] Quy trình an toàn và checklist thao tác chưa rõ,Bổ sung thiết bị và checklist an toàn
3584,INF1463,Khai phá dữ liệu,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.9067,0.3909,Trung bình,[INF1463 - Khai phá dữ liệu] Nhật ký thực tập chưa được theo dõi thường xuyên,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3585,INF1263,Kiểm thử phần mềm,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7561,0.8156,Thấp,[INF1263 - Kiểm thử phần mềm] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3586,INF1393,Kiến trúc máy tính,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.5888,0.2905,Cao,[INF1393 - Kiến trúc máy tính] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
3587,INF1522,Dự án nghề cơ bản,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.96,0.7885,Thấp,[INF1522 - Dự án nghề cơ bản] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Chuẩn hoá kênh phản hồi doanh nghiệp
3588,INF0137,Đồ án tốt nghiệp (**),EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7996,0.6661,Thấp,[INF0137 - Đồ án tốt nghiệp (**)] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất (ghi nhận học kỳ này),Chuẩn hoá kênh phản hồi doanh nghiệp
3589,BSC0092,Phương pháp luận nghiên cứu khoa học,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.6296,0.8382,Thấp,"[BSC0092 - Phương pháp luận nghiên cứu khoa học] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Thống nhất rubric giữa các bên liên quan
3590,SKI0061,Kỹ năng tư duy phản biện,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.9245,0.471,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Quy trình an toàn và checklist thao tác chưa rõ,Bổ sung thiết bị và checklist an toàn
3591,INF0153,Hệ điều hành,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.932,0.5977,Trung bình,[INF0153 - Hệ điều hành] Quy trình an toàn và checklist thao tác chưa rõ (ghi nhận học kỳ này),Chuẩn hoá kênh phản hồi doanh nghiệp
3592,INF0153,Hệ điều hành,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.8713,0.6676,Thấp,"[INF0153 - Hệ điều hành] Thiết bị thí nghiệm hạn chế, gây gián đoạn",Bổ sung thiết bị và checklist an toàn
3593,INF1502,Xử lý hậu kỳ,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.7124,0.5446,Trung bình,[INF1502 - Xử lý hậu kỳ] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Bố trí trợ giảng hỗ trợ ca thực hành
3594,INF1203,Hệ thống thông minh,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.5803,0.4098,Trung bình,[INF1203 - Hệ thống thông minh] Rubric giữa giảng viên và doanh nghiệp chưa thống nhất,Theo dõi nhật ký thực tập trên hệ thống trực tuyến
3595,PLO0072,Lịch sử Đảng Cộng sản Việt Nam,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.4497,0.6459,Thấp,[PLO0072 - Lịch sử Đảng Cộng sản Việt Nam] Nhật ký thực tập chưa được theo dõi thường xuyên,Bố trí trợ giảng hỗ trợ ca thực hành
3596,INF1493,Thiết kế đồ họa,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.9511,0.3624,Trung bình,[INF1493 - Thiết kế đồ họa] Nhật ký thực tập chưa được theo dõi thường xuyên (ghi nhận học kỳ này),Thống nhất rubric giữa các bên liên quan
3597,INF0263,Mạng máy tính,EM11,Đánh giá thực hành tại phòng thí nghiệm,0.5893,0.735,Thấp,[INF0263 - Mạng máy tính] Nhật ký thực tập chưa được theo dõi thường xuyên (ghi nhận học kỳ này),Bố trí trợ giảng hỗ trợ ca thực hành
